iso,Country,Population,Under-nourishment (%),HDI,Peace_index,Vegetables disponibility (kg/cap/year),Enough veg intake (> 91.25 kg/cap/year),Production,Exportations,Importations,Customs duration (h),Customs tax (%),Distance (km),Gdp/cap,"Population evolution (4y, %)",Trade balance (exp-imp),Self-sufficiency (prod-dispo),"Market growth (2y, %)"
AFG,Afghanistan,32716210,20.7,0.479,3.346,67.22,0,2266000000,106000000,578000000,48.0,6.95,5500.665,2110.82956797747,16.057434084369625,-472000000,2.0423014707388205,450.4761904761905
ZAF,South Africa,54729551,4.8,0.712,2.372,174.07,1,19303000000,3090000000,459000000,92.0,6.31,8769.679,13556.0328156576,5.686269174766145,2631000000,178.62794192172345,-27.142857142857142
ALB,Albania,2889104,5.0,0.792,1.937,311.90999999999997,1,1612000000,72000000,91000000,14.0,1.25,1499.451,11260.9980592529,-0.8210376787534316,-19000000,246.04845355515067,1.1111111111111112
DZA,Algeria,38760168,2.9,0.735,2.313,265.64,1,12249000000,12000000,4694000000,80.0,12.24,1233.811,13058.1245739587,8.098494369643486,-4682000000,50.38030207918604,25.979602791196992
DEU,Germany,80982500,2.5,0.937,1.456,166.83,1,20816000000,5615000000,10383000000,36.0,2.76,789.5815,47011.5510935131,-0.9714597992367775,-4768000000,90.21318834316057,10.504469987228608
AGO,Angola,27128337,13.7,0.563,2.117,333.15000000000003,1,13082000000,0,633000000,312.0,11.19,6384.805,8123.04806537777,16.110778099043472,-633000000,149.0763893286197,53.640776699029125
SAU,Saudi Arabia,32125564,4.3,0.852,2.178,109.38,1,1786000000,192000000,4044000000,69.0,4.03,4410.786,53628.9972029571,9.226307461846519,-3852000000,-53.78564529855413,21.514423076923077
ARG,Argentina,42669500,2.5,0.846,2.019,132.57999999999998,1,40072000000,16883000000,68000000,21.0,12.58,10932.34,19683.7715056442,4.611714496747401,16815000000,806.5451362214228,-9.333333333333334
ARM,Armenia,2889930,2.8,0.764,2.251,467.08000000000004,1,1922000000,12000000,86000000,50.53846,4.6,3402.57,10114.93983675,-1.9130140824419022,-74000000,197.9880120279729,38.70967741935484
AUS,Australia,23475686,2.5,0.931,1.36,143.04000000000002,1,5827000000,1714000000,649000000,35.5,2.84,16513.02,46882.1855716637,6.553887003982889,1065000000,105.17425878672935,19.08256880733945
