iso,Country,Population,Under-nourishment (%),HDI,Peace_index,Vegetables disponibility (kg/cap/year),Enough veg intake (> 91.25 kg/cap/year),Production,Exportations,Importations,Customs duration (h),Customs tax (%),Distance (km),Gdp/cap,"Population evolution (4y, %)",Trade balance (exp-imp),Self-sufficiency (prod-dispo),"Market growth (2y, %)"
COG,"Congo, Rep.",4437884,36.5,0.561,2.148,292.02,1,1336000000,2000000,35000000,276.0,18.2,5762.769,5152.51778959957,16.378392284104965,-33000000,9.02437159691425,0.0
CRI,Costa Rica,4622252,4.6,0.772,1.654,84.37,0,717000000,431000000,760000000,20.0,4.53,8994.296,12740.3409687648,5.574929445439786,-329000000,70.74919298212214,0.0
HRV,Croatia,4295427,2.5,0.821,1.757,121.80000000000001,1,2470000000,194000000,212000000,0.1285714,2.78,1073.417,20046.529441134,-0.36491347222405857,-18000000,453.2301425213372,0.0
CIV,Cote d'Ivoire,21120042,13.6,0.473,2.481,333.70000000000005,1,9076000000,21000000,194000000,238.7143,13.02,4587.869,3577.70698188747,8.899556188785049,-173000000,96.0339939002015,0.0
DNK,Denmark,5547683,2.5,0.913,1.299,171.25,1,1721000000,373000000,710000000,0.0,2.78,1195.8,43003.0545921155,2.0306322729486403,-337000000,138.96959978607288,0.0
DJI,Djibouti,919199,22.4,0.458,2.125,90.89,0,34000000,1000000,58000000,72.0,18.79,5426.95,3730.36651230337,8.530876194142019,-57000000,-53.90127394612048,0.0
SLV,El Salvador,6114034,10.5,0.659,2.154,166.64,1,1016000000,90000000,809000000,14.0,5.03,9073.199,6198.25102295506,1.3190627922808362,-719000000,-0.4649345685679691,0.0
ESP,Spain,46576897,2.5,0.868,1.762,210.64,1,18893000000,6491000000,7184000000,0.0,2.78,958.838,31682.7131000557,4.909255894483178,-693000000,194.99028490283501,0.0
EST,Estonia,1331475,2.5,0.861,1.763,207.25,1,249000000,11000000,97000000,2.0,2.78,2049.779,21619.4545478307,-1.1386164343894092,-86000000,-20.239353912014877,0.0
SWZ,Eswatini,1099920,17.6,0.503,2.028,97.6,1,111000000,1000000,94000000,2.722222,10.48,8628.108,7524.31038534046,2.0584837645617893,-93000000,3.316430285838976,0.0
FIN,Finland,5363352,2.5,0.911,1.398,142.68,1,923000000,68000000,240000000,36.0,2.78,2151.814,38956.4722165393,1.8435066350592106,-172000000,29.413869654648806,0.0
FRA,France,65030575,2.5,0.877,1.828,169.66,1,28054000000,12012000000,5603000000,0.0,2.78,408.9603,35901.2081857742,2.2039169041567863,6409000000,261.73707745164484,0.0
RUS,Russian Federation,142849468,2.5,0.796,3.104,207.91,1,38937000000,504000000,4037000000,72.0,7.11,3350.928,20490.126953125,-0.13992975039845784,-3533000000,64.66364374643663,0.0
GAB,Gabon,1711105,14.7,0.664,2.079,195.72,1,535000000,0,25000000,96.0,18.51,5254.834,14084.5380314089,13.881283218882235,-25000000,116.94345431753166,0.0
GMB,"Gambia, The",1937275,10.4,0.46,1.961,50.4,0,89000000,0,38000000,109.3333,15.54,4129.963,2254.05060363352,13.205270397722424,-38000000,-4.459181066188329,0.0
GHA,Ghana,25574719,6.1,0.574,1.868,433.71000000000004,1,22298000000,20000000,143000000,108.0,12.88,4505.975,3839.88575775856,10.71984666074365,-123000000,438.1666372369526,0.0
GRC,Greece,11121341,2.5,0.869,1.974,291.4,1,6068000000,619000000,874000000,24.0,2.78,1928.061,27913.0891911748,0.9162947641828826,-255000000,254.21765528095943,0.0
GTM,Guatemala,14259687,16.4,0.605,2.246,165.31,1,3934000000,682000000,822000000,36.0,4.09,9111.4,6618.91603119075,7.918950030007575,-140000000,110.57263332848748,0.0
GNB,Guinea-Bissau,1567220,18.515283221683,0.443,2.453,69.43,0,116000000,0,6000000,118.0,13.23,4254.593,1301.00435881137,10.828793903645522,-6000000,4.586411224971599,0.0
GUY,Guyana,747932,8.7,0.656,2.232,149.98,1,106000000,6000000,64000000,72.0,10.25,7310.159,9351.78792317124,-1.375982868452873,-58000000,-8.25588604311622,0.0
GEO,Georgia,3786695,6.7,0.759,3.134,131.46,1,593000000,32000000,98000000,6.0,0.5,3263.443,7564.8922574709,-2.4134954940885445,-66000000,25.140940926058192,0.0
HTI,Haiti,9842880,44.4,0.433,2.223,159.37,1,2043000000,0,150000000,27.75,7.13,7416.732,2683.68866152215,6.222470098058683,-150000000,48.19120159953184,0.0
HND,Honduras,8450933,15.8,0.597,2.467,132.86,1,1350000000,311000000,450000000,108.0,6.53,8850.727,3719.19614992612,9.11187574239529,-139000000,26.885675418323615,0.0
HUN,Hungary,10000023,2.5,0.828,1.532,112.13,1,8608000000,4597000000,447000000,0.0,2.78,1264.663,21751.8338392809,-0.7084140489327668,4150000000,748.6680201645536,0.0
IND,India,1240613620,15.9,0.575,2.684,123.61,1,185348000000,5029000000,2362000000,109.2553,8.88,7073.011,4215.58082753066,5.820654871209045,2667000000,25.790262105779547,0.0
IDN,Indonesia,244016173,13.0,0.664,1.809,168.11,1,55528000000,894000000,4225000000,62.56737,5.18,11576.7,8430.61541737509,5.271303550750803,-3331000000,59.44868726783122,0.0
IRN,"Iran, Islamic Rep.",75373855,6.1,0.745,2.434,280.97,1,25503000000,1939000000,5984000000,107.0769,20.53,4250.649,18348.5152750559,5.74963353600158,-4045000000,57.383398535871606,0.0
IRL,Ireland,4560155,2.5,0.904,1.428,179.82,1,651000000,103000000,828000000,24.0,2.78,1024.208,43203.1200753797,6.705461519363926,-725000000,-37.06169463537972,0.0
ISL,Iceland,318041,2.5,0.902,1.131,115.35,1,20000000,0,44000000,36.0,2.55,2468.378,39775.2970758147,4.693826493998986,-44000000,-52.465026050100455,0.0
ISR,Israel,7623600,2.5,0.894,2.987,232.29,1,2397000000,664000000,1383000000,36.0,5.86,3169.53,28840.0453543033,8.079447665764066,-719000000,82.12838501495358,0.0
ITA,Italy,59277417,2.5,0.882,1.753,193.33,1,24832000000,6137000000,5553000000,0.0,2.78,891.5286,35158.4418435321,1.9493643529280995,584000000,225.58164049877544,0.0
JAM,Jamaica,2733896,9.7,0.704,2.059,144.76999999999998,1,412000000,14000000,251000000,57.71429,8.38,7816.019,8122.35000451553,1.6446688429020768,-237000000,5.930685029715846,0.0
JPN,Japan,128070000,2.7,0.898,1.328,138.95,1,15135000000,12000000,19332000000,22.6,3.63,9803.116,35335.3735103814,0.1689427002674926,-19320000000,-20.77244085265869,0.0
JOR,Jordan,6931258,6.2,0.725,1.944,148.64,1,1806000000,768000000,776000000,55.05714,11.63,3248.377,9912.17241649988,14.084490814655732,-8000000,111.91876148312474,0.0
KAZ,Kazakhstan,16321872,3.2,0.767,2.104,264.27,1,6819000000,148000000,423000000,133.0,7.56,5005.409,19227.1844017661,6.622559255452266,-275000000,153.51296018986062,0.0
KEN,Kenya,41517895,22.2,0.545,2.528,219.98,1,10370000000,174000000,367000000,28.0,12.55,6300.084,2639.63477419107,12.43767239726157,-193000000,29.791815261828674,0.0
KGZ,Kyrgyz Republic,5447900,7.3,0.664,2.331,252.8,1,2827000000,281000000,15000000,27.0,3.26,5490.014,3085.99019065218,4.397899739383719,266000000,266.1155454395271,0.0
KWT,Kuwait,2943356,2.5,0.813,1.604,203.54000000000002,1,392000000,1000000,333000000,98.4,4.62,4330.284,75193.7118972568,24.538579653373578,-332000000,-70.35869267597943,0.0
LSO,Lesotho,2022747,11.6,0.467,1.918,247.85999999999999,1,276000000,0,300000000,4.0,10.73,8824.5,2124.46405750414,2.3253472819433627,-300000000,-111.41189255008163,0.0
LVA,Latvia,2097555,2.5,0.824,1.711,218.07,1,641000000,100000000,190000000,24.0,2.78,1854.7,17706.894512358,-5.445561737808657,-90000000,87.52389384306969,0.0
LBN,Lebanon,4995800,5.7,0.77,2.751,236.35,1,1258000000,212000000,677000000,96.0,7.72,3090.419,14835.3725784246,5.8462701467669405,-465000000,15.461521678209692,0.0
LBY,Libya,6491988,7.85582674695626,0.739,1.969,226.49,1,1221000000,3000000,1040000000,72.0,4.84,1989.087,30257.0112784627,8.682185882037423,-1037000000,-38.41201834014481,0.0
LBR,Liberia,4019956,34.5,0.46,2.042,154.16,1,641000000,0,11000000,193.0,9.86,4680.772,989.469176541254,16.33846993558193,-11000000,5.294481591340798,0.0
LTU,Lithuania,3097282,2.5,0.842,1.679,188.18,1,818000000,223000000,318000000,9.0,2.78,1756.137,20096.7360969805,-5.279260065035449,-95000000,75.9225260212018,0.0
MKD,North Macedonia,2055004,3.4,0.738,1.988,284.82,1,1125000000,257000000,87000000,8.5,3.63,1590.455,11359.9077583278,0.7242327818263449,170000000,262.6241898896547,0.0
MDG,Madagascar,21731053,28.2,0.492,2.016,197.38,1,5115000000,27000000,19000000,93.81818,10.56,8581.841,1494.13023699397,12.303448127597408,8000000,37.99745731879628,0.0
MYS,Malaysia,28717731,3.4,0.769,1.618,78.39,0,1191000000,399000000,4720000000,48.0,5.82,10553.12,20146.9616228331,8.330316480413957,-4321000000,-36.91736415700809,0.0
MWI,Malawi,14718422,15.5,0.456,1.858,421.02,1,12018000000,47000000,18000000,85.11765,11.59,7492.123,1432.426444025,12.197572445895648,29000000,395.5077500536403,0.0
MLI,Mali,15529181,5.8,0.404,2.326,171.85000000000002,1,3721000000,2000000,23000000,55.22222,12.67,3861.778,1732.13084831016,13.987846478386198,-21000000,67.76340910380267,0.0
MAR,Morocco,32464865,5.1,0.603,1.996,224.47,1,7676000000,787000000,2062000000,19.0,16.97,1705.621,6322.32080078125,5.292517223903644,-1275000000,11.97022545604301,0.0
MUS,Mauritius,1250400,4.3,0.755,1.608,104.0,1,95000000,0,129000000,48.0,2.3,9238.776,15911.6331038321,1.3293398033705133,-129000000,-28.02431222008957,0.0
MRT,Mauritania,3419461,8.2,0.51,2.392,42.46,0,83000000,0,83000000,72.0,9.45,3585.317,4181.97757650422,10.977178262310266,-83000000,-18.187168697054886,0.0
MEX,Mexico,112532401,4.8,0.746,2.361,197.77,1,39102000000,6529000000,8868000000,20.38889,7.73,9276.133,15466.5703244318,5.28186036833925,-2339000000,149.70325794639356,0.0
MNG,Mongolia,2702520,16.5,0.701,2.029,93.43,1,229000000,0,67000000,134.0,4.94,7128.626,7631.14592142664,4.69843586924434,-67000000,-8.69427186477806,0.0
MNE,Montenegro,619428,2.5,0.808,2.122,110.44999999999999,1,61000000,7000000,54000000,7.606061,3.36,2077.5,13634.648449397,0.7159058574854681,-47000000,-11.972049374584287,0.0
MOZ,Mozambique,23073723,24.1,0.402,1.823,349.52,1,9748000000,68000000,143000000,78.0,8.77,8198.455,978.072533616004,11.273837911317631,-75000000,72.95191751413506,0.0
MMR,Myanmar,49390988,10.2,0.51,2.459,125.19999999999999,1,12395000000,1067000000,6000000,144.0,3.48,8799.023,3033.08518455109,2.7090055259625245,1061000000,125.75671299387653,0.0
NAM,Namibia,2099271,28.8,0.585,2.019,97.46000000000001,1,144000000,13000000,37000000,120.0,6.66,7775.102,8579.84076679351,5.67378349889608,-24000000,-28.86475908065229,0.0
NIC,Nicaragua,5855734,20.0,0.614,1.876,107.38000000000001,1,767000000,90000000,196000000,60.0,4.15,8964.235,3959.96922623599,5.89392657362069,-106000000,23.60272564976482,0.0
NER,Niger,16647543,18.515283221683,0.338,2.234,105.81,1,2926000000,129000000,89000000,48.0,12.8,3647.055,1051.09031825381,15.888258320403912,40000000,69.95167245821199,0.0
NGA,Nigeria,160952853,8.2,0.482,2.571,362.65,1,107546000000,11000000,340000000,135.4286,11.06,4320.865,4632.13131256382,11.51743655591372,-329000000,305.53324742587824,0.0
NOR,Norway,4889252,2.5,0.941,1.38,137.9,1,537000000,1000000,456000000,2.0,4.02,1614.931,57919.6519537143,4.904330422382842,-455000000,-28.067248487089643,0.0
NZL,New Zealand,4350700,2.5,0.922,1.239,169.14999999999998,1,1689000000,601000000,148000000,37.0,4.23,18894.29,31222.4544777381,3.9693160636619993,453000000,219.063390948583,0.0
NPL,Nepal,27161567,9.9,0.543,2.131,232.55,1,7693000000,43000000,389000000,37.5,12.98,7226.911,2153.12640639207,2.4231558607609625,-346000000,50.68108162353076,0.0
OMN,Oman,2881914,7.7,0.788,1.65,168.26,1,354000000,85000000,330000000,77.4,3.9,5495.837,53255.6064232312,12.546233396299142,-245000000,-45.42496744871636,0.0
UGA,Uganda,32341728,18.515283221683,0.502,2.278,244.26,1,9628000000,265000000,20000000,84.75,12.44,5867.333,2094.43358222527,12.402157741987022,245000000,53.43590542595621,0.0
UZB,Uzbekistan,28562400,5.4,0.673,2.267,263.90999999999997,1,9496000000,223000000,22000000,111.6805,12.02,5147.519,5469.98073688253,7.830453125442413,201000000,68.55505895863098,0.0
PAK,Pakistan,194454498,15.4,0.505,3.137,59.57,0,13039000000,737000000,805000000,78.85714,14.79,6070.6,4040.59084878707,9.20116553725304,-68000000,7.484247312911215,0.0
PAN,Panama,3623617,10.9,0.773,1.919,78.24,0,281000000,71000000,463000000,24.0,7.48,8779.016,15234.9711158603,7.571277214416907,-392000000,-0.6931731692394578,0.0
PNG,Papua New Guinea,7583269,26.2,0.499,2.089,195.07,1,1599000000,0,7000000,42.0,5.12,14488.95,2930.76964838656,13.044479628491445,-7000000,15.7889316823655,0.0
PRY,Paraguay,5768613,7.7,0.685,2.005,288.41999999999996,1,6225000000,1643000000,88000000,144.0,8.33,10023.99,10833.901040954,4.226770316233564,1555000000,790.6955516932754,0.0
NLD,Netherlands,16615394,2.5,0.917,1.608,154.46,1,11895000000,11758000000,7265000000,0.0,2.78,660.9895,45043.9042332404,1.6474448555040742,4493000000,561.4423734255113,0.0
PHL,Philippines,94636700,12.2,0.674,2.46,100.07,1,15311000000,39000000,952000000,42.46154,5.05,10992.87,5587.06613703995,7.661802509583559,-913000000,61.717129094738084,0.0
POL,Poland,38042794,2.5,0.841,1.668,225.26,1,15949000000,2119000000,1579000000,0.0,2.78,1352.006,20890.8201586688,-0.25817967714601614,540000000,193.97839768446028,0.0
PRT,Portugal,10573100,2.5,0.829,1.445,283.3,1,3896000000,940000000,2310000000,0.0,2.78,1339.212,27261.9534524665,0.48289877638779705,-1370000000,85.18228050429866,0.0
PER,Peru,29229572,8.7,0.725,2.159,207.91,1,10048000000,586000000,2012000000,48.0,4.74,10147.58,9664.27127150208,2.989646834415521,-1426000000,135.85144816626124,0.0
ROU,Romania,20246871,2.5,0.807,1.651,314.47,1,16265000000,2185000000,1024000000,0.375,2.78,1758.84,17354.2753119569,-4.467772589667902,1161000000,488.86400652377347,0.0
GBR,United Kingdom,62766365,2.5,0.912,1.806,180.59,1,9463000000,968000000,5508000000,24.0,3.02,749.6503,36576.5865398028,3.1547170419095036,-4540000000,-29.824538275396378,0.0
RWA,Rwanda,10309031,31.4,0.489,2.12,400.02,1,5073000000,9000000,176000000,97.33333,11.19,6026.371,1314.35881450458,11.207741131508664,-167000000,92.07280678271314,0.0
CAF,Central African Republic,4660067,30.3,0.372,2.764,291.51,1,1382000000,0,16000000,141.4,17.39,4881.038,902.781584213177,8.516185911168902,-16000000,5.052259727167041,0.0
KOR,"Korea, Rep.",49554112,2.5,0.89,1.803,226.22,1,11193000000,263000000,9976000000,13.375,10.12,9225.815,31736.6284370925,2.303590721159202,-9713000000,-0.3457072672395043,0.0
MDA,Moldova,2862354,2.73531534187608,0.73,1.982,256.4,1,2197000000,112000000,90000000,3.0,4.57,1973.171,6394.85283669913,-0.646067795986556,22000000,511.150065435652,0.0
DOM,Dominican Republic,9775755,13.0,0.708,2.119,90.94,0,955000000,59000000,1159000000,16.0,7.9,7237.327,11317.472532971,5.294895568455892,-1100000000,6.750664301631943,0.0
COD,"Congo, Dem. Rep.",66391257,34.2,0.429,3.034,487.57,1,34335000000,1000000,260000000,347.0385,11.87,6036.588,616.532399097821,13.719430238587035,-259000000,29.591469016921963,0.0
LAO,Lao PDR,6323418,14.1,0.551,1.825,215.17000000000002,1,2714000000,225000000,13000000,13.0,9.25,9356.402,3778.1539063559,6.33682177340874,212000000,214.02825954887055,0.0
TZA,Tanzania,45110527,25.6,0.493,1.769,269.27,1,16631000000,206000000,42000000,96.0,13.07,6761.231,2052.95849609375,11.213621539659778,164000000,99.40226135487183,0.0
SRB,Serbia,7291436,2.5,0.767,2.102,192.54000000000002,1,9615000000,1853000000,119000000,3.666667,4.65,1429.045,12796.9931479843,-1.6208848625709347,1734000000,1126.1302866211813,0.0
SLE,Sierra Leone,6436698,29.1,0.427,1.847,251.47,1,3884000000,0,15000000,54.85714,12.87,4514.964,1130.5011820832,10.79085003994992,-15000000,351.9449807867326,0.0
SVK,Slovak Republic,5391428,5.0,0.84,1.505,128.07,1,1531000000,343000000,586000000,0.0,2.78,1247.716,25302.2327160354,0.3419656679422913,-243000000,155.89929347846248,0.0
SVN,Slovenia,2048583,2.5,0.89,1.376,152.34,1,476000000,263000000,495000000,0.0,2.78,946.8857,27826.8723437553,2.078612046233235,-232000000,80.0157307660954,0.0
LKA,Sri Lanka,20261738,9.6,0.737,2.145,74.28999999999999,0,1301000000,59000000,579000000,43.0,9.79,8431.747,8483.28154128937,2.8724698449840798,-520000000,-10.080305846418497,0.0
CHE,Switzerland,7824909,2.5,0.942,1.445,139.46,1,945000000,12000000,567000000,1.0,3.07,473.7304,54858.4480758362,4.556093092215939,-555000000,-18.6918223764647,0.0
SWE,Sweden,9378126,2.5,0.91,1.379,134.26999999999998,1,1198000000,102000000,817000000,1.83,2.78,1616.322,42223.9196702844,3.277582028752806,-715000000,-6.525928316595426,0.0
SEN,Senegal,12530121,11.3,0.468,2.192,107.62,1,1252000000,33000000,374000000,61.45455,13.42,4034.425,2684.49406288069,11.24647497240395,-341000000,-7.700773362044956,0.0
TJK,Tajikistan,7621779,4.3,0.636,2.226,187.32999999999998,1,2628000000,152000000,45000000,144.3333,4.61,5320.022,2299.87584757079,7.996721746780727,107000000,157.47139085638668,0.0
TCD,Chad,11894727,31.4,0.362,3.053,70.96,0,1178000000,0,25000000,106.0,17.42,4144.735,1828.67782778953,14.751784120072386,-25000000,28.07548017537519,0.0
CZE,Czechia,10474410,2.5,0.87,1.432,138.81,1,1580000000,522000000,995000000,0.0,2.78,1036.729,27881.9679972276,2.3000994735276867,-473000000,12.033818410774444,0.0
THA,Thailand,68270489,9.9,0.737,2.472,66.85,0,31043000000,19338000000,1292000000,51.0,10.81,9475.635,12988.9296804484,2.9417641335639844,18046000000,387.85598577373605,0.0
TLS,Timor-Leste,1088486,31.2,0.619,1.769,150.15,1,225000000,0,8000000,96.0,2.5,13175.21,1948.02774542158,9.443535056567502,-8000000,56.55913544133779,0.0
TGO,Togo,6571855,20.8,0.477,2.004,299.55,1,2496000000,6000000,22000000,74.5,13.53,4402.306,1503.2834525161,11.875834150460316,-16000000,80.2514411456126,0.0
TTO,Trinidad and Tobago,1410296,8.2,0.79,2.085,76.28999999999999,0,20000000,15000000,145000000,60.0,11.94,7232.798,28753.6879231712,2.4240351102715554,-130000000,-62.108579929319795,0.0
TUN,Tunisia,10895063,3.4,0.72,1.789,275.64,1,3448000000,123000000,979000000,12.0,18.13,1352.583,10428.5414291649,3.925241792910384,-856000000,40.83361745407075,0.0
TKM,Turkmenistan,5267970,4.3,0.711,2.241,183.16,1,1205000000,0,86000000,66.3368609090909,5.35,4587.559,9475.02067018342,6.3370844215889734,-86000000,45.58086222966341,0.0
TUR,Turkiye,73195345,2.5,0.749,2.487,306.81,1,36322000000,2147000000,818000000,9.75,2.49,2477.965,17334.0856330523,5.163711447882758,1329000000,189.4237427332298,0.0
UKR,Ukraine,45870741,2.5,0.764,2.216,301.96000000000004,1,40706000000,3259000000,331000000,6.0,4.5,2275.21,8559.9296875,-1.960009392194792,2928000000,585.4466368363222,0.0
URY,Uruguay,3352651,2.5,0.787,1.703,130.01999999999998,1,907000000,239000000,98000000,96.0,9.63,10775.98,16852.1425221653,0.9141006091596078,141000000,140.512184829259,0.0
VEN,"Venezuela, RB",28715022,2.5,0.755,2.44,153.57,1,5248000000,4000000,2269000000,288.0,13.07,7745.798,16581.8188235595,5.951354805559027,-2265000000,29.191482822475308,0.0
VNM,Vietnam,87411012,10.9,0.663,1.905,117.00999999999999,1,23829000000,4304000000,1994000000,60.4,7.29,9888.428,5391.16862073077,4.120473890970771,2310000000,155.59867314978578,0.0
YEM,"Yemen, Rep.",24743946,27.1,0.51,2.605,62.099999999999994,0,1365000000,114000000,517000000,61.3087891666667,5.48,5251.157,3895.22361027208,12.645043784801608,-403000000,-6.934991152987479,0.0
ZMB,Zambia,13792086,18.515283221683,0.529,1.839,240.04,1,4670000000,73000000,18000000,78.0,11.19,7236.737,3136.3227975569,15.20702344145925,55000000,98.55997682729068,0.0
ZWE,Zimbabwe,12839771,18.515283221683,0.512,2.83,130.36,1,1697000000,1000000,360000000,88.33333,16.97,7771.569,1804.0372488012,4.130257597224441,-359000000,1.8074662266172652,0.0
EGY,"Egypt, Arab Rep.",87252413,4.5,0.675,1.944,311.54,1,31128000000,1144000000,7040000000,48.0,10.99,3052.494,9033.34440514335,8.21377912125896,-5896000000,45.218041751808016,0.0
ARE,United Arab Emirates,8481771,8.4,0.835,1.669,64.21000000000001,0,256000000,316000000,1606000000,27.0,4.28,5180.43,65411.9400392554,73.13432622555753,-1290000000,-34.02762417306481,0.0
ECU,Ecuador,14989585,12.3,0.736,2.279,92.23,1,1928000000,152000000,643000000,96.0,9.15,9561.102,9104.36406319143,6.999212866586848,-491000000,36.39264031992879,0.0
USA,United States,309327143,2.5,0.911,2.257,189.67000000000002,1,391421000000,59798000000,11269000000,1.5,2.96,7456.767,48650.6431283336,3.6688900826540896,48529000000,1075.7249349669582,0.0
ETH,Ethiopia,89237791,24.7,0.412,2.529,100.02,1,10646000000,357000000,115000000,56.91346,18.19,5368.907,1010.02202703432,11.979690316541193,242000000,19.27923276563402,0.0
