iso,Country,Population,Under-nourishment (%),HDI,Peace_index,Vegetables disponibility (kg/cap/year),Enough veg intake (> 91.25 kg/cap/year),Production,Exportations,Importations,Customs duration (h),Customs tax (%),Distance (km),Gdp/cap,"Population evolution (4y, %)",Trade balance (exp-imp),Self-sufficiency (prod-dispo),"Market growth (2y, %)"
TLS,Timor-Leste,1243235,24.6,0.606,1.769,152.16,1,182000000,5000000,6000000,96.0,2.5,13175.21,3138.43874543153,7.03195285630039,-1000000,-5.767725007741888,20.0
TGO,Togo,7852795,21.0,0.524,1.939,298.87,1,3105000000,17000000,32000000,67.0,13.31,4402.306,1972.69719612945,10.505797097166445,-15000000,96.530618505895,45.45454545454545
TTO,Trinidad and Tobago,1478607,6.9,0.817,2.089,85.25,0,22000000,2000000,194000000,60.0,11.43,7232.798,26213.9245138455,2.6290856920350736,-192000000,-70.37113090226138,2.1052631578947367
TUN,Tunisia,11811443,2.5,0.74,2.034,292.54999999999995,1,4159000000,124000000,1314000000,12.0,10.21,1352.583,10874.9468863561,4.5234172875655165,-1190000000,59.5661639606609,7.8817733990147785
TKM,Turkmenistan,5968383,3.5,0.741,2.256,173.43,1,1272000000,7000000,174000000,65.5974027272727,5.35,4587.559,13703.5127239741,7.343183884448018,-167000000,39.69305192210351,-16.346153846153847
TUR,Turkiye,82089826,2.5,0.833,2.727,320.69,1,42661000000,3356000000,3024000000,9.75,2.74,2477.965,27582.8323486902,7.200298495156134,332000000,198.9968123462706,40.71661237785016
UKR,Ukraine,44831135,2.5,0.782,3.155,326.4,1,57908000000,20452000000,238000000,6.0,2.59,2275.21,11860.560546875,-1.4476106739713617,20214000000,965.291588892407,88.88888888888889
URY,Uruguay,3422200,2.5,0.819,1.703,136.44,1,843000000,1000000,349000000,96.0,10.02,10775.98,23106.9981937526,1.2131859291726557,-348000000,109.89276839459995,22.45614035087719
VEN,"Venezuela, RB",30563433,22.2,0.744,2.608,125.17,1,3833000000,4000000,1997000000,288.0,11.88,7745.798,17402.2756586571,2.431166597811564,-1993000000,0.24130441727537288,-3.6196911196911192
VNM,Vietnam,94033048,7.2,0.692,1.91,195.89000000000001,1,34224000000,13019000000,8494000000,55.0,6.51,9888.428,9050.68853386204,4.171267655214008,4525000000,168.06714834214452,4.067630482724822
YEM,"Yemen, Rep.",30034389,46.6,0.459,3.302,47.62,0,995000000,135000000,905000000,60.6309525,5.76,5251.157,3437.42953621684,11.304427712390474,-770000000,-14.49130875211079,28.733997155049785
ZMB,Zambia,17298054,18.0932359543377,0.568,1.78,279.61,1,8026000000,416000000,28000000,120.0,14.72,7236.737,3395.47968550242,13.54172136536349,388000000,184.37282720125626,-3.4482758620689653
ZWE,Zimbabwe,14751101,18.0932359543377,0.594,2.297,128.92000000000002,1,2100000000,4000000,361000000,88.33333,9.56,7771.569,2331.78083294088,8.820669692171885,-357000000,13.442254858128877,-42.879746835443036
EGY,"Egypt, Arab Rep.",101789386,4.9,0.721,2.5,255.23,1,31485000000,1853000000,9000000000,48.0,10.14,3052.494,10435.9171944662,9.008016779989353,-7147000000,54.08515786921046,2.963047706212104
ARE,United Arab Emirates,9068296,6.4,0.897,1.849,103.16,1,341000000,511000000,3251000000,27.0,4.56,5180.43,71182.3707145056,3.6157967569588454,-2740000000,-65.55646345906662,11.488340192043896
