iso,Country,Population,Under-nourishment (%),HDI,Peace_index,Vegetables disponibility (kg/cap/year),Enough veg intake (> 91.25 kg/cap/year),Production,Exportations,Importations,Customs duration (h),Customs tax (%),Distance (km),Gdp/cap,"Population evolution (4y, %)",Trade balance (exp-imp),Self-sufficiency (prod-dispo),"Market growth (2y, %)"
BFA,Burkina Faso,21522626,18.0,0.449,2.316,160.66,1,4095000000,187000000,115000000,74.5,11.0,3882.356,2208.39822946104,11.657950419750504,72000000,29.604886821896173,36.904761904761905
BLR,Belarus,9379952,2.5,0.807,2.111,320.87,1,8455000000,757000000,405000000,7.346154,5.15,1948.569,20278.4739462373,-0.9443808300417588,352000000,580.5205401648111,-32.5
BEN,Benin,12643123,7.4,0.524,2.182,377.84000000000003,1,9867000000,0,45000000,78.0,11.67,4342.712,3360.98741640516,12.282660388442894,-45000000,402.58426701061114,95.65217391304348
KHM,Cambodia,16396860,6.3,0.596,2.011,163.01,1,9362000000,1105000000,92000000,48.0,8.2,9920.646,4510.37235655168,4.942697994391403,1013000000,407.9529770578025,58.620689655172406
CMR,Cameroon,26491087,6.7,0.578,2.65,313.74,1,12346000000,40000000,162000000,202.0,18.56,4622.562,3866.25447217005,11.721914520427317,-122000000,152.30354136166625,60.396039603960396
CAN,Canada,38037204,2.5,0.931,1.298,197.86,1,29436000000,12130000000,5660000000,2.0,1.87,6454.269,46572.1374328364,5.338533333359181,6470000000,576.0139156537373,-0.6494646305072845
CHL,Chile,19300315,2.6,0.852,1.804,144.61,1,4171000000,1011000000,3293000000,60.0,1.03,11569.81,24849.7066432396,6.726632046144525,-2282000000,71.50046244582018,42.492427520553875
CHN,China,1411100000,2.5,0.764,2.166,451.12,1,1083161000000,17014000000,46916000000,20.7,5.32,8742.565,17189.2817942534,1.6796489382399353,-29902000000,316.48045354687827,23.521668158601443
CYP,Cyprus,1237537,2.5,0.894,1.92,106.62,1,153000000,72000000,356000000,18.0,1.71,2849.746,40611.703125,3.3105124799541854,-284000000,17.0126671444975,11.598746081504702
COL,Colombia,50930662,8.2,0.756,2.646,188.79,1,8604000000,95000000,6826000000,112.0,2.52,8615.275,14854.521723148,6.938878181025451,-6731000000,-19.85443815711642,13.937573026205976
COG,"Congo, Rep.",5702174,31.6,0.574,2.148,306.22,1,1784000000,4000000,80000000,276.0,12.91,5762.769,3570.01696519798,9.935752591566631,-76000000,6.643129045167655,60.0
CRI,Costa Rica,5123105,3.4,0.816,1.691,68.64,0,502000000,548000000,1157000000,20.0,3.05,8994.296,22117.9271096529,3.5974241714954185,-609000000,29.34745096967562,6.931608133086876
HRV,Croatia,4047680,2.5,0.855,1.615,397.66999999999996,1,4054000000,1300000000,361000000,0.1285714,1.71,1073.417,29106.5877220387,-3.03446118185135,939000000,603.8913882520358,9.72644376899696
CIV,Cote d'Ivoire,26811790,4.4,0.551,2.481,401.04,1,16165000000,124000000,349000000,238.7143,12.13,4587.869,5377.78552757916,10.730191459997187,-225000000,201.8664079645559,-14.250614250614252
DNK,Denmark,5831404,2.5,0.947,1.283,166.91000000000003,1,3166000000,504000000,916000000,0.0,1.71,1195.8,60229.9147703017,1.8050596978706392,-412000000,376.0124248568612,-25.34637326813366
DJI,Djibouti,1090156,13.5,0.51,2.215,107.14,1,52000000,17000000,112000000,72.0,18.92,5426.95,5014.23741461734,6.537432776192976,-95000000,-59.44040471272002,31.76470588235294
SLV,El Salvador,6292731,7.7,0.672,2.243,203.67,1,1190000000,117000000,1318000000,24.0,3.41,9073.199,8720.01199739566,0.6754808807601299,-1201000000,-14.562917558370117,6.548100242522231
ESP,Spain,47365655,2.5,0.899,1.712,173.0,1,21354000000,10389000000,11650000000,0.0,1.71,958.838,37754.5686281101,1.8965489719895823,-1261000000,277.832992808819,-14.07287210503024
EST,Estonia,1329522,2.5,0.892,1.68,156.89,1,235000000,115000000,141000000,2.0,1.71,2049.779,37644.0038219879,1.043631582547367,-26000000,19.865254896120575,-11.320754716981133
SWZ,Eswatini,1180655,11.0,0.61,2.028,125.7,1,113000000,0,233000000,2.111111,6.91,8628.108,8744.43869333825,3.337435362408142,-233000000,-29.990415066213245,43.82716049382716
FIN,Finland,5529543,2.5,0.938,1.404,150.87,1,971000000,17000000,319000000,36.0,1.71,2151.814,50937.1607539726,0.6230775627840721,-302000000,24.732215228274725,-14.24731182795699
FRA,France,67571107,2.5,0.898,1.93,159.12,1,28124000000,9836000000,6676000000,0.0,1.71,408.9603,46858.2159217522,1.2694108264083994,3160000000,257.0933972438841,-1.5193981413187787
RUS,Russian Federation,144073139,2.5,0.83,3.049,190.11,1,52467000000,4199000000,2456000000,66.0,5.01,3350.928,29936.9296875,-0.1865411726535205,1743000000,174.05920158864586,-25.213154689403165
GAB,Gabon,2292573,17.2,0.71,2.116,179.9,1,633000000,0,42000000,96.0,18.65,5254.834,14664.7109343551,9.891976151923636,-42000000,96.20898322539782,16.666666666666664
GMB,"Gambia, The",2573995,21.6,0.501,1.961,29.67,0,48000000,0,28000000,109.3333,13.85,4129.963,2154.4856177314,11.081837350671456,-28000000,-11.02194512809854,-31.70731707317073
GHA,Ghana,32180401,4.1,0.632,1.776,466.41,1,34767000000,96000000,201000000,108.0,12.84,4505.975,5551.78680222592,8.885670557008229,-105000000,613.9680847852082,-19.6
GRC,Greece,10698599,2.5,0.886,1.877,212.17000000000002,1,4226000000,746000000,1282000000,24.0,1.71,1928.061,27953.7621274872,-0.7180049018320483,-536000000,182.83499084038948,-11.464088397790055
GTM,Guatemala,16858333,16.0,0.635,2.267,191.78,1,5041000000,1069000000,1745000000,36.0,2.6,9111.4,8849.71774303031,6.511645097926482,-676000000,107.2412614734802,35.16653756777692
GNB,Guinea-Bissau,2015828,20.9011579273576,0.483,2.157,49.29,0,102000000,0,8000000,118.0,13.2,4254.593,1902.40750459658,9.881213506076687,-8000000,1.309555120774192,-27.27272727272727
GUY,Guyana,797202,4.9,0.721,2.05,324.45,1,314000000,3000000,71000000,72.0,9.4,7310.159,19439.9309798917,5.021163582040003,-68000000,69.427586860043,0.0
GEO,Georgia,3722716,7.6,0.802,2.116,136.5,1,717000000,16000000,271000000,6.0,0.27,3263.443,14731.2005947457,-0.1284773595206445,-255000000,56.101315813508194,22.624434389140273
HTI,Haiti,11306801,47.2,0.54,2.211,91.79,1,1295000000,1000000,172000000,27.75,6.39,7416.732,3121.14575720839,5.534444250614322,-171000000,22.74283736045234,0.0
HND,Honduras,10121763,15.3,0.621,2.288,129.93,1,1627000000,540000000,906000000,108.0,3.9,8850.727,5303.51449924795,6.986355696422225,-366000000,30.812748076594943,17.05426356589147
HUN,Hungary,9750149,2.5,0.849,1.559,122.57,1,10000000000,4843000000,753000000,0.0,1.71,1264.663,33274.3476562091,-0.6508442052764702,4090000000,903.0553519818006,24.257425742574256
IND,India,1396387127,16.3,0.642,2.628,142.29,1,249308000000,6254000000,3002000000,52.12,9.42,7073.011,6448.87019636168,4.314150548161572,3252000000,36.247881923627915,18.938193343898575
IDN,Indonesia,271857970,6.5,0.709,1.831,144.9,1,59278000000,785000000,3417000000,56.28,6.29,11576.7,12146.4067908851,3.8219518976694853,-2632000000,73.14768129475843,-23.12710911136108
IRN,"Iran, Islamic Rep.",87290193,4.1,0.777,2.672,208.61,1,23097000000,2278000000,6363000000,101.0,15.22,4250.649,15222.7597362954,4.782309741032456,-4085000000,55.99017106389027,-30.91955270871784
IRL,Ireland,4985382,2.5,0.943,1.375,152.41,1,552000000,163000000,1848000000,24.0,1.71,1024.208,93355.5551639302,4.837661279384102,-1685000000,-41.68628815605304,-15.073529411764705
ISL,Iceland,366463,2.5,0.957,1.078,99.03,1,11000000,0,49000000,36.0,1.17,2468.378,53616.6847084842,9.248775485259616,-49000000,-69.01332710259972,-9.25925925925926
ISR,Israel,9215100,2.5,0.917,2.775,205.93,1,1993000000,432000000,2282000000,36.0,1.89,3169.53,39489.2807769984,7.8293938684764806,-1850000000,10.345460928259058,11.917606669936243
ITA,Italy,59438851,2.5,0.889,1.69,143.41,1,20560000000,7537000000,9650000000,0.0,1.71,891.5286,41995.3575274563,-1.9605740616246443,-2113000000,202.4917066127338,-0.4025183197440396
JAM,Jamaica,2820436,6.9,0.713,2.041,181.82999999999998,1,552000000,29000000,345000000,57.71429,9.0,7816.019,9701.89053303231,0.6329978823953374,-316000000,13.884421458242656,-1.4285714285714286
JPN,Japan,126261000,3.2,0.923,1.36,131.78,1,13843000000,86000000,18970000000,26.65,2.31,9803.116,42100.257690921,-0.6413484843715572,-18884000000,-22.14202786291888,-2.432752147302371
JOR,Jordan,10928721,16.9,0.723,1.958,134.03,1,1683000000,475000000,1099000000,53.0,5.23,3248.377,9707.40418160313,9.674844771359895,-624000000,19.967892342571474,-1.7873100983020553
KAZ,Kazakhstan,18755666,2.5,0.814,1.948,369.15999999999997,1,12200000000,721000000,774000000,105.0,4.17,5005.409,26750.446226155,5.404113902086961,-53000000,281.31010327439185,14.32791728212703
KEN,Kenya,51985780,26.9,0.578,2.375,208.07,1,12510000000,269000000,707000000,15.5,13.69,6300.084,4744.73926814922,8.541889943077173,-438000000,32.57272960798127,-26.6597510373444
KGZ,Kyrgyz Republic,6579900,5.3,0.689,2.094,322.31,1,3579000000,223000000,143000000,5.0,3.85,5490.014,4985.02955528531,8.230940044411547,80000000,221.61923904618612,126.98412698412697
KWT,Kuwait,4360444,2.7,0.822,1.723,233.62,1,441000000,4000000,780000000,84.0,3.84,4330.284,46328.0794647542,7.716216433202367,-776000000,-132.48351022969223,1.4304291287386215
LSO,Lesotho,2254100,34.7,0.521,2.131,197.55,1,233000000,5000000,210000000,4.0,5.81,8824.5,2417.7286592475,5.141538300794077,-205000000,-94.18280244887096,3.4482758620689653
LVA,Latvia,1900449,2.5,0.871,1.7,185.73,1,387000000,314000000,426000000,24.0,1.71,1854.7,31424.9022103534,-3.015406190339861,-112000000,17.906088103390317,-16.634050880626223
LBN,Lebanon,5662923,10.9,0.726,2.828,186.55,1,1408000000,175000000,815000000,96.0,5.08,3090.419,14535.6809169716,-9.518010283099194,-640000000,62.084848116423245,0.12285012285012285
LBY,Libya,6653942,9.30528622877649,0.703,3.258,216.19,1,1330000000,3000000,1223000000,72.0,4.84,1989.087,17851.0117249853,5.9174530689586895,-1220000000,-16.308486154523138,6.812227074235808
LBR,Liberia,5087584,38.3,0.48,1.877,158.35,1,803000000,0,21000000,193.0,13.92,4680.772,1459.61427704702,8.106229004629526,-21000000,-0.5147681885940187,23.52941176470588
LTU,Lithuania,2794885,2.5,0.879,1.705,142.87,1,995000000,665000000,591000000,7.307692,1.71,1756.137,38880.5452693822,-2.557185944925635,74000000,213.13749225817878,16.110019646365423
MKD,North Macedonia,2072531,3.3,0.774,1.9,347.90999999999997,1,1185000000,177000000,142000000,8.5,3.29,1590.455,16984.3604630043,0.001978296638343249,35000000,223.85466841750497,14.516129032258066
MDG,Madagascar,28225177,48.5,0.501,1.905,133.35999999999999,1,4786000000,84000000,18000000,69.81818,8.27,8581.841,1514.86168771791,10.67854403709898,66000000,36.20492425184793,-25.0
MYS,Malaysia,33199993,2.5,0.806,1.525,105.96,1,1456000000,411000000,6746000000,28.0,5.65,10553.12,27245.6204199968,5.308484458970251,-6335000000,-62.104569066626,1.048532055122828
MWI,Malawi,19377061,17.8,0.516,1.885,421.92,1,20402000000,38000000,30000000,78.11765,9.46,7492.123,1571.18029616444,11.326436788477103,8000000,630.9744508148062,100.0
MLI,Mali,21224040,9.8,0.427,2.729,238.95999999999998,1,8170000000,16000000,95000000,48.22222,12.27,3861.778,2240.14093071924,13.496896755558499,-79000000,145.98085009263082,10.465116279069768
MAR,Morocco,36688772,5.6,0.679,2.057,185.22,1,7162000000,1452000000,3199000000,6.0,4.33,1705.621,7959.25634765625,4.50478852467683,-1747000000,9.989586191655576,43.19606087735004
MUS,Mauritius,1265740,7.8,0.804,1.544,103.07,1,75000000,0,193000000,24.0,1.18,9238.776,21331.8141194663,0.17942607400395577,-193000000,-43.81612479656169,5.46448087431694
MRT,Mauritania,4498604,10.1,0.556,2.287,68.88,0,86000000,2000000,272000000,61.99667,13.21,3585.317,5605.92029357621,11.024830387794339,-270000000,-49.76295835774831,-10.526315789473683
MEX,Mexico,125998302,6.1,0.756,2.572,208.4,1,47886000000,8914000000,17227000000,20.38889,3.28,9276.133,19165.3577838346,3.6859033189490242,-8313000000,171.65274071074387,-7.366779588105608
MNG,Mongolia,3294335,3.6,0.745,1.723,133.03000000000003,1,366000000,0,112000000,134.0,5.02,7128.626,12305.7179068032,8.739897443683974,-112000000,-21.930187746540682,-6.666666666666667
MNE,Montenegro,621306,2.5,0.826,1.944,141.45,1,73000000,4000000,83000000,7.606061,1.74,2077.5,20107.6985633304,-0.1602113439915925,-79000000,-23.955560866948005,-6.741573033707865
MOZ,Mozambique,31178239,32.7,0.453,2.135,270.51,1,9560000000,62000000,635000000,66.0,8.94,8198.455,1300.51077292959,12.571071723773835,-573000000,36.11411690410097,79.88668555240793
MMR,Myanmar,53423198,3.1,0.6,2.424,112.93,1,11872000000,2781000000,35000000,141.6667,3.68,8799.023,5218.02453689085,2.9500476072108435,2746000000,109.29555826777721,-39.6551724137931
NAM,Namibia,2489098,18.0,0.633,1.861,95.67,1,170000000,24000000,183000000,120.0,6.66,7775.102,9543.71273387521,7.133916858056807,-159000000,-27.372166809020783,30.714285714285715
NIC,Nicaragua,6755895,18.6,0.654,2.553,128.56,1,1111000000,145000000,473000000,72.0,3.26,8964.235,5465.5074394317,5.7387151982983875,-328000000,35.88897382212127,64.23611111111111
NER,Niger,24333639,20.9011579273576,0.401,2.608,198.35,1,7352000000,119000000,105000000,48.0,10.55,3647.055,1281.06192868054,16.30789557065107,14000000,103.78319101183345,-13.934426229508196
NGA,Nigeria,208327405,12.7,0.535,2.865,378.62,1,146542000000,57000000,565000000,128.4286,12.75,4320.865,5131.52623792346,10.420731336325177,-508000000,324.80161656552093,-11.856474258970358
NOR,Norway,5379475,2.5,0.959,1.496,147.8,1,606000000,5000000,646000000,2.0,3.27,1614.931,62644.8457362642,2.769232473891106,-641000000,-35.14960195929902,-5.417276720351391
NZL,New Zealand,5090200,2.5,0.936,1.239,152.01999999999998,1,1674000000,635000000,276000000,37.0,1.94,18894.29,44657.7737248265,7.978193080333468,359000000,176.84723507917175,-6.440677966101695
NPL,Nepal,29348627,5.5,0.604,1.974,277.92999999999995,1,10531000000,18000000,1228000000,11.0,12.1,7226.911,3967.82017915997,5.33875693590359,-1210000000,80.89428162653064,8.480565371024735
OMN,Oman,4543399,9.8,0.827,1.941,229.23000000000002,1,965000000,96000000,772000000,27.5,3.24,5495.837,34910.8532670212,3.3043812399529795,-676000000,-16.83395025838587,10.760401721664275
UGA,Uganda,44404611,20.9011579273576,0.524,2.202,181.26,1,10278000000,515000000,240000000,59.0,13.24,5867.333,2363.19203234959,14.597574980001058,275000000,50.202448798391686,169.6629213483146
UZB,Uzbekistan,34232050,2.5,0.721,2.158,348.9,1,14864000000,1003000000,599000000,31.78571,6.21,5147.519,7746.43096873538,7.4860508856156915,404000000,85.31296708786067,72.62247838616715
PAK,Pakistan,227196741,16.9,0.543,2.973,69.82,0,19925000000,977000000,2171000000,58.0,11.7,6070.6,5278.41860157866,6.402955740418773,-1194000000,17.879321356022444,52.24403927068724
PAN,Panama,4294396,5.8,0.801,1.875,75.78,0,271000000,35000000,658000000,24.0,6.19,8779.016,26907.3589156956,6.657665927533121,-623000000,-12.674501578336049,1.7001545595054095
PNG,Papua New Guinea,9749640,21.6,0.56,2.157,177.25,1,1783000000,0,13000000,42.0,4.57,14488.95,3946.50751392608,9.5567462534985,-13000000,5.628547310464796,-13.333333333333334
PRY,Paraguay,6618695,8.7,0.73,1.991,320.03,1,9614000000,2251000000,234000000,120.0,7.46,10023.99,14046.6522172277,5.618344193795215,2017000000,1132.52220251122,67.14285714285714
NLD,Netherlands,17441500,2.5,0.939,1.528,179.46999999999997,1,12582000000,13311000000,11957000000,0.0,1.71,660.9895,59266.9085805339,2.4144358113420576,1354000000,541.9129085801108,-3.009409474367294
PHL,Philippines,112190977,5.2,0.71,2.471,117.33,1,18257000000,14000000,2229000000,42.46154,3.42,10992.87,8198.9675013519,6.975630459902719,-2215000000,45.40144675440344,-11.687797147385103
POL,Poland,37899070,2.5,0.876,1.657,209.06,1,19475000000,4403000000,2479000000,0.0,1.71,1352.006,34449.3234051544,-0.1870340723738663,1924000000,304.80485209267664,20.339805825242717
PRT,Portugal,10297081,2.5,0.863,1.247,209.65,1,3498000000,1794000000,3146000000,0.0,1.71,1339.212,34177.085710564,-0.27476763244843905,-1352000000,130.05792305120255,-21.014310820989206
PER,Peru,33304756,8.3,0.762,2.066,208.7,1,11846000000,843000000,4043000000,48.0,1.14,10147.58,11789.0292775148,6.976495737820257,-3200000000,146.98493580916795,7.957276368491321
ROU,Romania,19265250,2.5,0.824,1.541,274.53,1,16073000000,5798000000,2493000000,0.375,1.71,1758.84,32680.9937438188,-2.2181051551072777,3305000000,559.770099920842,76.0593220338983
GBR,United Kingdom,67081000,2.5,0.924,1.77,162.13,1,8987000000,1124000000,8468000000,24.0,1.88,749.6503,46526.9118652819,2.2395539154185755,-7344000000,-28.157638228410434,13.451232583065382
RWA,Rwanda,13146362,35.8,0.532,2.049,364.24,1,5040000000,52000000,367000000,83.33333,11.69,6026.371,2180.87734934339,10.18752233172035,-315000000,19.136024484948734,-16.018306636155607
KOR,"Korea, Rep.",51836239,2.5,0.922,1.829,230.88,1,11090000000,233000000,13559000000,13.375,5.29,9225.815,45403.032592115,1.207462959705632,-13326000000,-16.937009267203962,12.067112984544178
MDA,Moldova,2635130,2.60338099217809,0.766,1.95,155.8,1,1239000000,471000000,166000000,3.0,2.19,1973.171,12870.0160240115,-5.995178343499147,305000000,314.38553164360013,34.959349593495936
DOM,Dominican Republic,10999664,6.7,0.764,1.992,153.43,1,1890000000,147000000,1497000000,16.0,6.06,7237.327,17686.759042937,4.484140342824836,-1350000000,18.393430242960136,-5.313092979127135
COD,"Congo, Dem. Rep.",92853164,39.8,0.479,3.243,460.87,1,44876000000,1000000,181000000,296.0,11.57,6036.588,1101.25040167561,14.026832810811051,-180000000,22.43070906361362,52.10084033613446
LAO,Lao PDR,7319399,5.1,0.608,1.843,265.68,1,6111000000,3858000000,83000000,9.0,2.72,9356.402,8189.14621030973,6.211195085790721,3775000000,569.22461443624,151.5151515151515
TZA,Tanzania,61704518,22.6,0.548,1.85,272.74,1,24380000000,626000000,131000000,96.0,12.23,6761.231,2690.92456054688,13.423665635193483,495000000,122.36883141490546,129.82456140350877
SRB,Serbia,6899126,3.3,0.804,1.846,152.12,1,9408000000,3895000000,214000000,4.13,2.76,1429.045,19173.1960909313,-2.25543691545951,3681000000,1211.5309899949648,9.183673469387756
SLE,Sierra Leone,8233970,27.4,0.475,1.82,248.10000000000002,1,2463000000,1000000,44000000,54.85714,13.63,4514.964,1673.0650188926,9.875441575048976,-43000000,51.02666672334243,10.0
SVK,Slovak Republic,5458827,3.8,0.857,1.568,126.14,1,1945000000,770000000,636000000,0.0,1.71,1247.716,31356.458282425,0.5161119968004702,134000000,230.16365278108282,4.2622950819672125
SVN,Slovenia,2102419,2.5,0.913,1.369,178.14,1,656000000,940000000,1035000000,0.0,1.71,946.8857,39725.259194249,1.8099873997720142,-95000000,133.88153329093774,47.22617354196302
LKA,Sri Lanka,21919000,3.4,0.78,2.145,110.44,1,2066000000,80000000,800000000,43.0,8.84,8431.747,13812.9574751065,3.3768806300995142,-720000000,-16.183875176787254,-11.991199119911991
CHE,Switzerland,8638167,2.5,0.956,1.366,143.81,1,1126000000,17000000,682000000,1.0,3.96,473.7304,71731.9605757354,3.162764957057747,-665000000,-13.458271444624756,11.074918566775244
SWE,Sweden,10353442,2.5,0.942,1.479,149.43,1,1366000000,99000000,962000000,1.83,1.71,1616.322,55064.8850101551,4.3369274776946884,-863000000,-17.49320062448797,-3.6072144288577155
SEN,Senegal,16436120,7.5,0.513,1.824,235.17000000000002,1,5408000000,102000000,729000000,61.45455,12.8,4034.425,3569.20913872327,11.42107884861568,-627000000,93.8614259083044,8.482142857142858
TJK,Tajikistan,9543207,3.5,0.664,2.188,313.86,1,4284000000,94000000,51000000,26.5,5.04,5320.022,3851.94291285677,9.37374431510691,43000000,135.04569805307585,2.0
TCD,Chad,16644701,32.7,0.397,2.538,78.72,0,1715000000,0,10000000,106.0,18.16,4144.735,1570.74291792441,14.062731174771296,-10000000,24.315794995656574,0.0
CZE,Czechia,10697858,2.5,0.892,1.432,137.18,1,1818000000,550000000,1254000000,0.0,1.71,1036.729,41608.0253519702,1.244764976152557,-704000000,32.76056193305237,-0.7911392405063291
THA,Thailand,71475664,8.8,0.802,2.245,61.18000000000001,0,37122000000,19959000000,10696000000,44.0,7.96,9475.635,17771.3071709385,1.230227236415543,9263000000,458.1855843477019,59.28518242740134
TLS,Timor-Leste,1299995,26.2,0.614,1.769,114.88,1,154000000,0,5000000,96.0,2.52,13175.21,5122.48822042025,6.159998432092454,-5000000,3.581994084592637,66.66666666666666
TGO,Togo,8442580,18.8,0.535,2.201,287.0,1,3307000000,12000000,38000000,67.0,11.83,4402.306,2180.16961040197,10.196970404970191,-26000000,104.70490537252829,15.151515151515152
TTO,Trinidad and Tobago,1518147,7.5,0.818,2.078,94.36,1,33000000,2000000,214000000,60.0,11.43,7232.798,24672.3557027999,3.322398644280046,-212000000,-72.62297453408662,5.41871921182266
TUN,Tunisia,12161723,3.1,0.737,2.09,307.24,1,4243000000,114000000,1085000000,12.0,10.21,1352.583,10571.9008385961,4.073845335486626,-971000000,41.64148661172436,3.9272030651340994
TKM,Turkmenistan,6250438,3.5,0.741,2.276,165.01,1,1306000000,34000000,99000000,64.4155845454545,5.35,4587.559,15625.3606635627,6.507165896375619,-65000000,43.9353571093738,-20.8
TUR,Turkiye,84135428,2.5,0.833,2.959,339.38,1,44194000000,4177000000,3480000000,9.75,3.61,2477.965,27308.5769834374,3.8460346913974695,697000000,185.89218379396607,21.043478260869566
UKR,Ukraine,44132049,2.8,0.775,2.927,321.65,1,61913000000,28953000000,626000000,6.0,2.16,2275.21,13087.3095703125,-1.9389630938991602,28327000000,1081.2533639475928,122.77580071174377
URY,Uruguay,3429086,2.5,0.821,1.704,144.53,1,1110000000,1000000,252000000,96.0,9.93,10775.98,23024.0989100538,0.44877123973933775,-251000000,179.17141781221002,-61.76024279210925
VNM,Vietnam,96648685,5.7,0.71,1.92,212.02,1,35473000000,11184000000,13044000000,55.0,5.56,9888.428,11022.9570002851,3.782118841774936,-1860000000,155.01034293741296,24.38256889482216
YEM,"Yemen, Rep.",32284046,41.4,0.46,3.411,41.45,0,1064000000,109000000,974000000,59.5476191666667,5.76,5251.157,3437.42953621684,10.282311246682294,-865000000,-8.492544791318913,46.68674698795181
ZMB,Zambia,18927715,20.9011579273576,0.57,1.794,355.85999999999996,1,8011000000,138000000,26000000,120.0,11.65,7236.737,3358.00532219863,12.881588662910929,112000000,67.38179120406244,4.0
ZWE,Zimbabwe,15669666,20.9011579273576,0.6,2.485,115.49,1,1778000000,11000000,1101000000,88.33333,9.56,7771.569,2099.32045907446,8.42030667756013,-1090000000,-2.0223613151677853,825.2100840336135
EGY,"Egypt, Arab Rep.",107465134,5.1,0.734,2.481,244.8,1,31403000000,2307000000,8520000000,48.0,14.43,3052.494,12004.1259270733,7.697728784856656,-6213000000,47.41570597957843,6.5399524821808175
ARE,United Arab Emirates,9287289,5.6,0.912,1.752,98.35,1,312000000,986000000,3229000000,27.0,4.19,5180.43,71374.1810463077,3.2579211882063044,-2243000000,-64.75569707694032,14.74769012082445
