iso,Country,Population,Under-nourishment (%),HDI,Peace_index,Vegetables disponibility (kg/cap/year),Enough veg intake (> 91.25 kg/cap/year),Production,Exportations,Importations,Customs duration (h),Customs tax (%),Distance (km),Gdp/cap,"Population evolution (4y, %)",Trade balance (exp-imp),Self-sufficiency (prod-dispo),"Market growth (2y, %)"
KHM,Cambodia,14999683,9.4,0.562,2.245,200.17000000000002,1,9202000000,269000000,32000000,48.0,12.36,9920.646,3051.00146603045,5.961843040349709,237000000,413.3096315362131,100.0
CMR,Cameroon,21632850,5.2,0.542,2.047,309.54,1,10417000000,12000000,97000000,202.0,18.75,4622.562,3194.16203216676,11.975481066213979,-85000000,171.99618224135975,106.38297872340425
CAN,Canada,35082954,2.5,0.923,1.315,226.53,1,28903000000,9969000000,4398000000,2.0,3.07,6454.269,44298.5787342765,4.3238381754738,5571000000,597.3173875375489,0.7791017415215399
CHL,Chile,17509925,3.1,0.836,1.669,160.81,1,5035000000,653000000,1395000000,60.0,5.99,11569.81,22425.5894162187,4.018654052256795,-742000000,126.74120310338282,67.66826923076923
CHN,China,1363240000,2.5,0.717,2.157,408.63,1,938796000000,14665000000,40084000000,25.93349,8.13,8742.565,11872.4973811617,2.4022354761654374,-25419000000,280.02056776503036,40.8531871529974
CYP,Cyprus,1166968,2.5,0.861,1.926,125.95,1,202000000,107000000,223000000,18.0,2.21,2849.746,30460.705078125,5.04008194611215,-116000000,47.14814836396543,-8.60655737704918
COL,Colombia,46237930,8.9,0.746,2.64,166.68,1,9142000000,50000000,4090000000,112.0,5.66,8615.275,12798.6631873849,4.341780483995581,-4040000000,31.036463518154903,11.413783710160718
COG,"Congo, Rep.",4828066,28.2,0.58,2.148,305.47999999999996,1,1518000000,0,37000000,276.0,18.51,5762.769,5810.92238326085,13.408624857007961,-37000000,8.931609120505016,2.7777777777777777
CRI,Costa Rica,4791535,4.9,0.792,1.801,84.12,0,684000000,379000000,804000000,20.0,4.34,8994.296,14851.1354395433,5.005514858560807,-425000000,58.631748656745685,11.20331950207469
HRV,Croatia,4255689,2.5,0.838,1.669,121.16,1,2263000000,137000000,216000000,0.1285714,2.21,1073.417,22141.2788371027,-1.1495916199574419,-79000000,410.59878218544634,1.8867924528301887
CIV,Cote d'Ivoire,22469268,9.9,0.483,2.481,338.04999999999995,1,9625000000,33000000,216000000,238.7143,12.88,4587.869,3801.61647098285,8.663926009013935,-183000000,90.3128643354114,29.34131736526946
DNK,Denmark,5614932,2.5,0.933,1.174,161.76,1,2026000000,392000000,859000000,0.0,2.21,1195.8,46726.8541437832,1.6627814658266786,-467000000,199.0636039189789,17.671232876712327
DJI,Djibouti,971753,17.8,0.483,1.965,94.63000000000001,1,38000000,2000000,86000000,72.0,19.27,5426.95,3730.36651230337,7.840391165049944,-84000000,-55.52541272319201,34.375
SLV,El Salvador,6185642,10.7,0.667,2.163,168.74,1,1162000000,96000000,743000000,14.0,4.29,9073.199,6966.57224149774,1.5506663068025481,-647000000,19.114389245287697,-27.864077669902915
ESP,Spain,46620045,2.5,0.88,1.65,185.46,1,20440000000,7718000000,8600000000,0.0,2.21,958.838,32434.0032017704,0.5545355120444676,-882000000,252.97801523572102,10.171662823469127
EST,Estonia,1317997,2.5,0.88,1.722,191.3,1,238000000,30000000,108000000,2.0,2.21,2049.779,27464.5186781161,-1.2377530413670883,-78000000,-10.722957715381767,3.8461538461538463
SWZ,Eswatini,1118319,13.8,0.546,2.028,103.85,1,145000000,2000000,120000000,2.722222,3.62,8628.108,8463.33413094506,2.140222817718009,-118000000,25.808889815875432,13.20754716981132
FIN,Finland,5438972,2.5,0.926,1.365,144.23000000000002,1,901000000,16000000,286000000,36.0,2.21,2151.814,41493.1416470359,1.8749469691251204,-270000000,21.426304169243735,8.333333333333332
FRA,France,66002289,2.5,0.887,1.859,161.1,1,28129000000,11219000000,6156000000,0.0,2.21,408.9603,39521.6969847538,1.995661347761943,5063000000,265.08218892378113,8.056872037914692
RUS,Russian Federation,143506995,2.5,0.817,2.985,225.07,1,60181000000,3252000000,3760000000,72.0,8.05,3350.928,26073.875,0.5054061954213523,-508000000,194.28934899898087,-24.57372116349047
GAB,Gabon,1902226,12.9,0.685,2.006,196.66,1,618000000,0,32000000,96.0,18.6,5254.834,14437.7597324564,15.03947284072615,-32000000,128.22253235945678,28.000000000000004
GMB,"Gambia, The",2124869,9.8,0.471,1.961,41.17,0,61000000,5000000,25000000,109.3333,15.6,4129.963,1960.5849413212,13.13814513350858,-20000000,-12.462347904741424,-16.666666666666664
GHA,Ghana,27525597,6.6,0.6,1.798,454.05,1,26133000000,40000000,205000000,108.0,12.49,4505.975,5118.24213855469,10.319664786189696,-165000000,495.35720086834084,-9.29203539823009
GRC,Greece,10965211,2.5,0.871,2.051,303.75,1,7008000000,644000000,859000000,24.0,2.21,1928.061,25986.6503155014,-1.2767244346524365,-215000000,335.3621885388252,-11.53450051493306
GTM,Guatemala,15043981,17.5,0.62,2.325,160.82,1,4290000000,918000000,874000000,36.0,3.83,9111.4,7446.58800936721,7.455548817551762,44000000,124.34388049147361,-5.206073752711497
GNB,Guinea-Bissau,1697753,16.907928903412,0.46,2.376,41.59,0,71000000,0,9000000,118.0,13.92,4254.593,1324.60821106599,11.167983677275215,-9000000,0.22998205863868293,50.0
GUY,Guyana,747420,7.4,0.673,2.038,118.67,1,80000000,2000000,57000000,72.0,10.63,7310.159,11198.1601399341,-0.5108764232793528,-55000000,-11.635133392202505,-6.557377049180328
GEO,Georgia,3717668,7.9,0.777,2.557,148.64000000000001,1,943000000,60000000,158000000,6.0,1.22,3263.443,10611.7741169939,-2.5364544377531675,-98000000,105.01363448269183,-5.952380952380952
HTI,Haiti,10261206,43.7,0.521,2.054,153.35,1,2212000000,0,99000000,27.75,6.21,7416.732,2992.43035062304,5.452551004363743,-99000000,62.21920307418057,19.27710843373494
HND,Honduras,8960657,14.2,0.603,2.33,140.72,1,1566000000,403000000,480000000,108.0,6.36,8850.727,4067.28931450265,8.255769814850296,-77000000,34.0439709900736,-12.568306010928962
HUN,Hungary,9893082,2.5,0.84,1.523,126.49,1,8735000000,2905000000,451000000,0.0,2.21,1264.663,24556.7153473909,-1.292751916908203,2454000000,756.4502202468351,-3.2188841201716736
IND,India,1291132063,14.9,0.607,2.582,136.36,1,219168000000,8352000000,3961000000,109.2553,10.59,7073.011,5016.9287461514,5.5156658964184375,4391000000,33.38870834727305,19.703838017527957
IDN,Indonesia,253275918,8.2,0.683,1.785,167.72,1,56852000000,1002000000,5334000000,62.56737,5.37,11576.7,10009.0106984785,5.101897554299431,-4332000000,56.74666247992832,-19.12054586808188
IRN,"Iran, Islamic Rep.",78458928,5.1,0.769,2.584,290.81,1,27096000000,1019000000,4053000000,107.0769,20.92,4250.649,15939.6805287849,5.565249694625537,-3034000000,54.542666556953236,5.519395990627441
IRL,Ireland,4623816,2.5,0.908,1.419,181.01,1,664000000,90000000,1271000000,24.0,2.21,1024.208,47830.6308878373,1.9500261830609378,-1181000000,-37.40566972388174,64.63730569948186
ISL,Iceland,323764,2.5,0.929,1.145,90.94,0,13000000,0,42000000,36.0,2.6,2468.378,44409.6689530904,1.6530664146512233,-42000000,-50.787296178698064,0.0
ISR,Israel,8059500,2.5,0.904,2.79,233.06,1,2608000000,710000000,1618000000,36.0,1.77,3169.53,34324.3781471447,7.666720102596986,-908000000,90.53327501706059,8.5177733065057
ITA,Italy,60233948,2.5,0.882,1.787,172.03,1,22852000000,6252000000,7211000000,0.0,2.21,891.5286,36314.6971007775,1.9266874821739406,-959000000,207.35738466885815,19.347898047004303
JAM,Jamaica,2773129,9.7,0.714,2.193,169.10000000000002,1,510000000,14000000,224000000,57.71429,10.88,7816.019,8703.54096038148,1.8633551780211657,-210000000,14.807780705477427,-29.559748427672954
JPN,Japan,127445000,2.5,0.91,1.309,134.70999999999998,1,14336000000,17000000,17718000000,22.6,2.33,9803.116,39402.0250988025,-0.4701398705162948,-17701000000,-22.222260190670468,-5.073667291722475
JOR,Jordan,7694814,6.0,0.719,1.962,133.44,1,1858000000,932000000,884000000,55.05714,11.29,3248.377,10320.7978929471,13.484579956059243,48000000,108.02132707041392,5.363528009535161
KAZ,Kazakhstan,17035551,2.5,0.792,1.991,299.15999999999997,1,8987000000,59000000,816000000,133.0,7.62,5005.409,24504.7660856694,5.858071381141232,-757000000,228.3838405250291,30.76923076923077
KEN,Kenya,44792368,19.5,0.554,2.508,218.5,1,11091000000,188000000,255000000,28.0,11.72,6300.084,3147.94928383178,10.969862485904674,-67000000,29.109146272418542,-51.61290322580645
KGZ,Kyrgyz Republic,5719600,6.1,0.682,2.482,263.8,1,3036000000,203000000,15000000,27.0,3.31,5490.014,4042.89305300409,6.2470975052477105,188000000,267.0063500944122,-16.666666666666664
KWT,Kuwait,3646518,2.5,0.819,1.651,296.95,1,488000000,10000000,861000000,98.4,4.49,4330.284,75486.7153788054,30.440092289531577,-851000000,-163.1237032423808,93.48314606741573
LSO,Lesotho,2073939,19.3,0.49,1.884,230.47,1,249000000,9000000,211000000,4.0,2.6,8824.5,2506.94736743284,3.2237208517551283,-202000000,-110.40860957337703,-37.388724035608305
LVA,Latvia,2012647,2.5,0.843,1.667,225.19,1,653000000,94000000,184000000,24.0,2.21,1854.7,22639.0683375842,-6.024366977343371,-90000000,99.25835085337866,-1.0752688172043012
LBN,Lebanon,5678851,5.0,0.759,2.6,186.39,1,1321000000,325000000,683000000,96.0,7.72,3090.419,15584.6239866724,14.697963194297872,-358000000,46.22747843005567,-3.8028169014084505
LBY,Libya,5985221,8.09071045935678,0.716,2.575,217.79000000000002,1,1232000000,0,1070000000,72.0,4.84,1989.087,24136.0705468896,-5.89557766425568,-1070000000,-11.949647571910901,31.61131611316113
LBR,Liberia,4427313,36.1,0.475,1.946,148.95,1,675000000,0,26000000,193.0,9.75,4680.772,1331.33453423316,13.373576784617725,-26000000,3.5126788302521277,8.333333333333332
LTU,Lithuania,2957689,2.5,0.854,1.743,201.81,1,930000000,453000000,630000000,9.0,2.21,1756.137,26721.5796712844,-6.488537792340991,-177000000,112.62468194255717,43.50797266514807
MKD,North Macedonia,2064032,3.6,0.75,2.058,289.27,1,1060000000,202000000,98000000,8.5,8.29,1590.455,12731.0860687128,0.651542836466698,104000000,224.2879293344289,-5.769230769230769
MDG,Madagascar,23588073,33.0,0.499,2.142,186.23,1,5405000000,56000000,27000000,93.81818,10.96,8581.841,1494.68537095977,11.701331793222286,29000000,42.911227433033645,0.0
MYS,Malaysia,30134807,3.5,0.785,1.577,101.02000000000001,1,1610000000,388000000,5499000000,48.0,6.98,10553.12,22959.2017588422,6.795864678867544,-5111000000,-47.59340928050411,16.50423728813559
MWI,Malawi,16024775,14.8,0.478,1.834,424.88,1,14347000000,52000000,64000000,85.11765,8.82,7492.123,1554.62780348585,12.069733599684227,-12000000,470.4211820758794,700.0
MLI,Mali,17004033,3.7,0.407,2.394,175.67000000000002,1,4358000000,1000000,43000000,55.22222,12.3,3861.778,1753.87977832642,13.114121376591662,-42000000,80.62213963534413,65.38461538461539
MAR,Morocco,33803527,4.2,0.635,2.048,224.88,1,8193000000,994000000,1935000000,19.0,4.83,1705.621,6906.78564453125,5.494668908787435,-941000000,17.49115848887604,15.453460620525059
MUS,Mauritius,1258653,5.2,0.782,1.516,106.72999999999999,1,90000000,2000000,150000000,48.0,2.9,9238.776,18106.8610172837,0.8997706482693605,-148000000,-35.22498630678987,5.633802816901409
MRT,Mauritania,3742959,7.9,0.531,2.3,57.26,0,72000000,0,165000000,72.0,9.36,3585.317,4570.49234696341,12.650965383902324,-165000000,-38.0238822653414,54.20560747663551
MEX,Mexico,117290686,4.2,0.76,2.512,193.32,1,39278000000,7046000000,8287000000,20.38889,6.5,9276.133,17601.4901828279,5.62025227180819,-1241000000,141.5574002396064,-21.368251257235034
MNG,Mongolia,2845153,11.4,0.726,1.895,94.33,1,272000000,2000000,70000000,134.0,4.94,7128.626,10685.7169294334,6.691383737207566,-68000000,1.2711855952913567,-5.405405405405405
MNE,Montenegro,621207,2.5,0.817,1.9,122.44999999999999,1,62000000,2000000,60000000,7.606061,2.11,2077.5,14874.5454051634,0.4711350910731788,-58000000,-22.64429916275894,5.263157894736842
MOZ,Mozambique,25251731,22.4,0.427,1.901,312.01,1,8330000000,44000000,231000000,78.0,8.76,8198.455,1098.26181065908,12.54674715398816,-187000000,17.868375466616556,11.057692307692307
MMR,Myanmar,50648334,6.1,0.543,2.286,121.88,1,13269000000,1510000000,6000000,144.0,4.77,8799.023,3872.50070907824,3.3305521913366936,1504000000,140.1029509100931,20.0
NAM,Namibia,2204510,22.2,0.611,1.878,100.21,1,135000000,43000000,234000000,120.0,6.76,7775.102,9863.58446099445,6.60523937349577,-191000000,-38.97190173780114,341.50943396226415
NIC,Nicaragua,6119379,19.3,0.634,1.941,121.97,1,1110000000,91000000,166000000,60.0,3.92,8964.235,4567.4180962991,6.043351524848461,-75000000,59.420954866498704,-12.631578947368421
NER,Niger,18653199,16.907928903412,0.362,2.132,137.21,1,3875000000,112000000,113000000,48.0,13.29,3647.055,1118.3491137006,16.306882783703493,-1000000,70.52916581279166,88.33333333333333
NGA,Nigeria,174726123,9.1,0.506,2.732,364.65,1,114000000000,22000000,475000000,135.4286,11.35,4320.865,5136.64524268357,11.577813621234874,-453000000,287.7996626071192,0.21097046413502107
NOR,Norway,5079623,2.5,0.949,1.511,134.1,1,520000000,7000000,507000000,2.0,4.12,1614.931,66961.2530988205,5.1959253848737745,-500000000,-31.73019814659473,12.416851441241686
NZL,New Zealand,4442100,2.5,0.929,1.239,175.54000000000002,1,1715000000,592000000,148000000,37.0,2.37,18894.29,36242.6212285958,3.2422256310138056,444000000,210.53865649129915,33.33333333333333
NPL,Nepal,27381555,6.8,0.57,2.057,251.29000000000002,1,8388000000,24000000,643000000,37.5,11.82,7226.911,2656.35882853543,1.3120759763378327,-619000000,55.04760573495548,35.368421052631575
OMN,Oman,3816680,6.6,0.809,1.93,152.45,1,376000000,89000000,436000000,77.4,3.26,5495.837,47520.0737459247,41.4875866392194,-347000000,-53.93506031419976,30.538922155688624
UGA,Uganda,35273570,16.907928903412,0.509,2.199,244.95999999999998,1,9997000000,248000000,45000000,84.75,12.02,5867.333,2038.31298834005,12.291436662833801,203000000,38.45333185158182,2.272727272727273
UZB,Uzbekistan,30243200,2.5,0.693,2.321,339.26,1,12750000000,321000000,36000000,111.6805,12.25,5147.519,6302.64724360333,8.91621109646564,285000000,82.32237223574225,44.0
PAK,Pakistan,205337562,14.2,0.518,3.185,61.0,0,15346000000,1067000000,1004000000,78.85714,14.65,6070.6,4302.06374743648,8.002357544729596,63000000,13.735473873016957,2.240325865580448
PAN,Panama,3821556,8.2,0.79,1.879,77.38,0,312000000,51000000,444000000,24.0,6.93,8779.016,20885.4539709176,7.366893272157249,-393000000,4.262137391156898,0.2257336343115124
PNG,Papua New Guinea,8245627,23.3,0.518,2.087,195.43,1,1709000000,0,14000000,42.0,4.72,14488.95,3133.19024853737,12.049874369639985,-14000000,11.83137624221905,16.666666666666664
PRY,Paraguay,6005652,7.4,0.715,2.084,281.41999999999996,1,7395000000,3036000000,82000000,144.0,8.24,10023.99,11992.0830301088,5.3147578619760125,2954000000,949.9200776468566,-13.684210526315791
NLD,Netherlands,16804432,2.5,0.929,1.522,154.52,1,11644000000,12251000000,9025000000,0.0,2.21,660.9895,49241.5178406305,1.65781952607525,3226000000,538.392441194085,10.41105945681429
PHL,Philippines,99700107,11.6,0.692,2.468,99.52000000000001,1,16935000000,25000000,1123000000,42.46154,3.86,10992.87,6559.71277615463,7.265602504809437,-1098000000,70.3393964397651,28.34285714285714
POL,Poland,38040196,2.5,0.863,1.541,211.92,1,16996000000,3394000000,1504000000,0.0,2.21,1352.006,24319.8802935067,-0.2920113212543127,1890000000,234.8705475565899,-19.52915997859818
PRT,Portugal,10457295,2.5,0.845,1.506,205.34,1,3545000000,1275000000,2764000000,0.0,2.21,1339.212,27936.0396644563,-1.0498619118194341,-1489000000,133.65780010031276,13.325133251332513
PER,Peru,30038809,5.7,0.75,2.191,217.69,1,11131000000,653000000,2149000000,48.0,2.88,10147.58,11196.3777289241,3.548800134136174,-1496000000,152.86397236288565,5.705853418593212
ROU,Romania,19983693,2.5,0.81,1.631,318.28999999999996,1,18633000000,3346000000,919000000,0.375,2.21,1758.84,19682.9295021646,-1.8843463604518318,2427000000,614.1202406897464,-3.263157894736842
GBR,United Kingdom,64128273,2.5,0.922,1.833,187.91,1,8762000000,1001000000,7733000000,24.0,2.47,749.6503,40218.7472562217,2.973850232199199,-6732000000,-51.27759762733669,34.53375086986778
RWA,Rwanda,11101350,34.8,0.508,2.282,405.53,1,6109000000,44000000,185000000,97.33333,11.11,6026.371,1503.05694975059,10.53007461266658,-141000000,144.76343278069783,72.89719626168224
CAF,Central African Republic,4802428,40.2,0.368,3.065,286.60999999999996,1,1396000000,0,7000000,141.4,15.97,4881.038,683.96563252261,5.211653310081629,-7000000,4.0762945160240065,-58.82352941176471
KOR,"Korea, Rep.",50428893,2.5,0.901,1.772,227.16000000000003,1,11566000000,187000000,10634000000,13.375,10.33,9225.815,34244.3121393117,2.273589988284823,-10447000000,2.192645119534916,12.923436338536689
MDA,Moldova,2859558,2.70040182723741,0.746,1.949,224.17000000000002,1,2045000000,179000000,78000000,3.0,8.3,1973.171,8379.13347437657,-0.19736752555569165,101000000,490.9754875193998,-6.024096385542169
DOM,Dominican Republic,10157051,8.8,0.722,2.11,85.89,0,993000000,81000000,1068000000,16.0,9.15,7237.327,12348.4253354838,5.275567805800565,-987000000,11.87459722413523,-4.81283422459893
COD,"Congo, Dem. Rep.",73460021,35.1,0.446,2.951,467.8,1,37521000000,2000000,92000000,347.0385,11.87,6036.588,731.932821317427,14.2986709616981,-90000000,42.96761875687457,-25.806451612903224
LAO,Lao PDR,6600742,10.0,0.582,1.849,268.27,1,4061000000,222000000,17000000,13.0,9.25,9356.402,5241.8460021572,5.952105400863252,205000000,346.9638631020573,13.333333333333334
TZA,Tanzania,49253643,22.7,0.51,1.799,278.32,1,19885000000,329000000,102000000,96.0,13.2,6761.231,2160.54858398438,12.047222511577148,227000000,125.40648171425613,121.73913043478262
SRB,Serbia,7164132,3.2,0.785,2.089,172.71,1,7941000000,1021000000,151000000,3.666667,7.29,1429.045,14633.3559062731,-2.1401329115765515,870000000,935.7285379833872,21.774193548387096
SLE,Sierra Leone,6964859,25.4,0.459,1.821,248.06,1,4503000000,0,27000000,54.85714,12.88,4514.964,1721.25737470839,11.262536658273484,-27000000,398.4713942464593,35.0
SVK,Slovak Republic,5413393,5.4,0.848,1.568,99.53999999999999,1,1571000000,406000000,420000000,0.0,2.21,1247.716,27915.4332088556,0.5010205320579251,-14000000,190.66616090499988,-28.934010152284262
SVN,Slovenia,2059953,2.5,0.9,1.415,157.18,1,359000000,222000000,481000000,0.0,2.21,946.8857,29973.6993541529,0.9944750839474443,-259000000,17.09582085610691,-6.237816764132553
LKA,Sri Lanka,20585000,7.0,0.756,2.145,87.07000000000001,0,1578000000,45000000,625000000,43.0,9.94,8431.747,11243.8114793916,2.29329796773008,-580000000,-10.412239494777765,1.6260162601626018
CHE,Switzerland,8089346,2.5,0.948,1.38,141.53,1,915000000,14000000,629000000,1.0,3.68,473.7304,62225.087267788,4.4618096650094765,-615000000,-28.418260188153653,5.008347245409015
SWE,Sweden,9600379,2.5,0.932,1.38,142.41,1,1245000000,108000000,849000000,1.83,2.21,1616.322,46312.3923824667,3.2463678340036015,-741000000,-12.727619752303525,0.4733727810650888
SEN,Senegal,13595566,12.0,0.496,2.099,89.19,0,1146000000,90000000,420000000,61.45455,13.13,4034.425,2780.11368438905,11.484490934789905,-330000000,-4.897812385302672,10.817941952506596
TJK,Tajikistan,8136610,3.9,0.656,2.335,223.17,1,3443000000,118000000,58000000,144.3333,5.19,5320.022,2999.22471283075,8.944304926923346,60000000,199.97919849912924,61.111111111111114
TCD,Chad,13216766,25.6,0.386,2.488,94.02,1,1663000000,0,17000000,106.0,17.71,4144.735,1569.49404043589,14.967108925718295,-17000000,31.805031630279302,0.0
CZE,Czechia,10514272,2.5,0.881,1.432,141.98,1,1577000000,546000000,1074000000,0.0,2.21,1036.729,30818.1081558477,0.6734625719652054,-528000000,8.006608678185245,10.607621009268794
THA,Thailand,69578602,8.2,0.747,2.48,57.45,0,38175000000,26360000000,2227000000,51.0,12.03,9475.635,15090.0983569568,2.602644004406546,24133000000,491.2100607468371,36.79361179361179
TLS,Timor-Leste,1161555,26.7,0.63,1.769,153.35,1,182000000,0,7000000,96.0,2.5,13175.21,2465.50199867294,9.010924038515682,-7000000,3.336510754979315,-36.36363636363637
TGO,Togo,7106229,19.4,0.499,1.951,292.74,1,2536000000,3000000,33000000,74.5,12.88,4402.306,1677.8081040481,11.058705746735548,-30000000,64.1300079887659,26.923076923076923
TTO,Trinidad and Tobago,1440729,6.6,0.806,2.097,84.1,0,27000000,7000000,186000000,60.0,11.43,7232.798,29579.3129510602,2.821742360606084,-179000000,-65.35948738451158,9.411764705882353
TUN,Tunisia,11300284,2.8,0.727,2.106,285.40999999999997,1,3709000000,186000000,937000000,12.0,6.69,1352.583,10438.9478711444,4.782602890221006,-751000000,42.81183938032001,0.21390374331550802
TKM,Turkmenistan,5560095,3.9,0.73,2.218,170.81,1,1253000000,3000000,24000000,66.3368609090909,5.35,4587.559,12295.3344384643,7.317914431638788,-21000000,54.545861725384185,-17.24137931034483
TUR,Turkiye,76576117,2.5,0.799,2.548,320.58,1,39728000000,2592000000,2010000000,9.75,2.4,2477.965,22248.05374483,6.023453804264715,582000000,198.22405479426442,119.19302071973827
UKR,Ukraine,45489648,2.5,0.773,2.283,333.0,1,65341000000,17304000000,317000000,6.0,4.71,2275.21,11111.0517578125,-1.2239787823382418,16987000000,1103.3927370904255,-18.925831202046037
URY,Uruguay,3381180,2.5,0.805,1.689,130.28,1,1041000000,274000000,218000000,96.0,9.84,10775.98,19176.7722456077,1.1071253852990113,56000000,177.60068070910157,94.64285714285714
VEN,"Venezuela, RB",29838021,2.5,0.774,2.368,129.5,1,4797000000,4000000,2773000000,288.0,11.65,7745.798,17402.2756586571,5.330890840730401,-2769000000,31.268034850568682,71.38442521631644
VNM,Vietnam,90267739,8.7,0.676,1.868,177.53,1,31587000000,7049000000,1923000000,60.4,6.7,9888.428,6724.63549773754,4.376373818909891,5126000000,172.39568053576707,50.0
YEM,"Yemen, Rep.",26984002,34.3,0.513,2.696,55.33,0,1216000000,159000000,677000000,61.3087891666667,5.24,5251.157,3437.42953621684,12.29489609664152,-518000000,-10.266261863603475,12.645590682196339
ZMB,Zambia,15234976,16.907928903412,0.554,1.724,237.37,1,4315000000,198000000,24000000,78.0,10.3,7236.737,3506.39496177439,14.393125679386237,174000000,45.859852150735264,50.0
ZWE,Zimbabwe,13555422,16.907928903412,0.567,2.503,126.46,1,1490000000,2000000,401000000,88.33333,17.47,7771.569,2522.03812359915,6.905560887742008,-399000000,-16.540884239531593,-30.98106712564544
